  t[s]	          x1[m]	        x2[m/s]	        x3[rad]	      x4[rad/s]	        F[N]
 78.30	-2.21081159e-05	+4.02631660e-04	+3.14182792e+00	+6.62849769e-03	+0.000000e+00
 78.31	-1.80822784e-05	+3.91130432e-04	+3.14189420e+00	+6.53822996e-03	+0.000000e+00
 78.32	-1.41714941e-05	+3.78649857e-04	+3.14195958e+00	+6.43138994e-03	+0.000000e+00
 78.33	-1.03855549e-05	+3.65223843e-04	+3.14202389e+00	+6.30828407e-03	+0.000000e+00
 78.34	-6.73391374e-06	+3.50888653e-04	+3.14208696e+00	+6.16925984e-03	+0.000000e+00
 78.35	-3.22566075e-06	+3.35682807e-04	+3.14214865e+00	+6.01470484e-03	+0.000000e+00
 78.36	+1.30499199e-07	+3.19646981e-04	+3.14220879e+00	+5.84504568e-03	+0.000000e+00
 78.37	+3.32626808e-06	+3.02823897e-04	+3.14226723e+00	+5.66074685e-03	+0.000000e+00
 78.38	+6.35377518e-06	+2.85258207e-04	+3.14232383e+00	+5.46230939e-03	+0.000000e+00
 78.39	+9.20559638e-06	+2.66996381e-04	+3.14237844e+00	+5.25026960e-03	+0.000000e+00
 78.40	+1.18747723e-05	+2.48086579e-04	+3.14243094e+00	+5.02519755e-03	+0.000000e+00
 78.41	+1.43548253e-05	+2.28578524e-04	+3.14248118e+00	+4.78769560e-03	+0.000000e+00
 78.42	+1.66397749e-05	+2.08523377e-04	+3.14252905e+00	+4.53839675e-03	+0.000000e+00
 78.43	+1.87241525e-05	+1.87973598e-04	+3.14257442e+00	+4.27796295e-03	+0.000000e+00
 78.44	+2.06030139e-05	+1.66982810e-04	+3.14261719e+00	+4.00708342e-03	+0.000000e+00
 78.45	+2.22719513e-05	+1.45605660e-04	+3.14265725e+00	+3.72647273e-03	+0.000000e+00
 78.46	+2.37271034e-05	+1.23897679e-04	+3.14269450e+00	+3.43686900e-03	+0.000000e+00
 78.47	+2.49651642e-05	+1.01915133e-04	+3.14272886e+00	+3.13903193e-03	+0.000000e+00
 78.48	+2.59833906e-05	+7.97148813e-05	+3.14276023e+00	+2.83374080e-03	+0.000000e+00
 78.49	+2.67796077e-05	+5.73542301e-05	+3.14278856e+00	+2.52179246e-03	+0.000000e+00
 78.50	+2.73522140e-05	+3.48907815e-05	+3.14281376e+00	+2.20399924e-03	+0.000000e+00
 78.51	+2.77001840e-05	+1.23822882e-05	+3.14283579e+00	+1.88118683e-03	+0.000000e+00
 78.52	+2.78230695e-05	-1.01134964e-05	+3.14285459e+00	+1.55419217e-03	+0.000000e+00
 78.53	+2.77210002e-05	-3.25389649e-05	+3.14287012e+00	+1.22386124e-03	+0.000000e+00
 78.54	+2.73946814e-05	-5.48368043e-05	+3.14288234e+00	+8.91046920e-04	+0.000000e+00
 78.55	+2.68453920e-05	-7.69501414e-05	+3.14289124e+00	+5.56606742e-04	+0.000000e+00
 78.56	+2.60749792e-05	-9.88226880e-05	+3.14289679e+00	+2.21400731e-04	+0.000000e+00
 78.57	+2.50858533e-05	-1.20398884e-04	+3.14289899e+00	-1.13710833e-04	+0.000000e+00
 78.58	+2.38809800e-05	-1.41624038e-04	+3.14289784e+00	-4.47869605e-04	+0.000000e+00
 78.59	+2.24638721e-05	-1.62444467e-04	+3.14289335e+00	-7.80221379e-04	+0.000000e+00
 78.60	+2.08385790e-05	-1.82807629e-04	+3.14288553e+00	-1.10991826e-03	+0.000000e+00
 78.61	+1.90096754e-05	-2.02662258e-04	+3.14287442e+00	-1.43612084e-03	+0.000000e+00
 78.62	+1.69822487e-05	-2.21958492e-04	+3.14286004e+00	-1.75800030e-03	+0.000000e+00
 78.63	+1.47618851e-05	-2.40647999e-04	+3.14284245e+00	-2.07474055e-03	+0.000000e+00
 78.64	+1.23546535e-05	-2.58684095e-04	+3.14282169e+00	-2.38554027e-03	+0.000000e+00
 78.65	+9.76709014e-06	-2.76021863e-04	+3.14279782e+00	-2.68961494e-03	+0.000000e+00
 78.66	+7.00617996e-06	-2.92618263e-04	+3.14277091e+00	-2.98619882e-03	+0.000000e+00
 78.67	+4.07933838e-06	-3.08432240e-04	+3.14274104e+00	-3.27454687e-03	+0.000000e+00
 78.68	+9.94391243e-07	-3.23424825e-04	+3.14270828e+00	-3.55393662e-03	+0.000000e+00
 78.69	-2.24044598e-06	-3.37559228e-04	+3.14267273e+00	-3.82366997e-03	+0.000000e+00
 78.70	-5.61659004e-06	-3.50800933e-04	+3.14263448e+00	-4.08307496e-03	+0.000000e+00
 78.71	-9.12511262e-06	-3.63117776e-04	+3.14259364e+00	-4.33150739e-03	+0.000000e+00
 78.72	-1.27567639e-05	-3.74480030e-04	+3.14255032e+00	-4.56835245e-03	+0.000000e+00
 78.73	-1.65019967e-05	-3.84860467e-04	+3.14250462e+00	-4.79302623e-03	+0.000000e+00
 78.74	-2.03509920e-05	-3.94234433e-04	+3.14245668e+00	-5.00497717e-03	+0.000000e+00
 78.75	-2.42936841e-05	-4.02579897e-04	+3.14240663e+00	-5.20368737e-03	+0.000000e+00
 78.76	-2.83197872e-05	-4.09877510e-04	+3.14235458e+00	-5.38867388e-03	+0.000000e+00
 78.77	-3.24188221e-05	-4.16110643e-04	+3.14230069e+00	-5.55948987e-03	+0.000000e+00
 78.78	-3.65801434e-05	-4.21265428e-04	+3.14224509e+00	-5.71572569e-03	+0.000000e+00
 78.79	-4.07929671e-05	-4.25330788e-04	+3.14218792e+00	-5.85700986e-03	+0.000000e+00
 78.80	-4.50463987e-05	-4.28298457e-04	+3.14212935e+00	-5.98300993e-03	+0.000000e+00
 78.81	-4.93294610e-05	-4.30162998e-04	+3.14206951e+00	-6.09343325e-03	+0.000000e+00
 78.82	-5.36311226e-05	-4.30921812e-04	+3.14200858e+00	-6.18802769e-03	+0.000000e+00
 78.83	-5.79403264e-05	-4.30575137e-04	+3.14194669e+00	-6.26658214e-03	+0.000000e+00
 78.84	-6.22460174e-05	-4.29126043e-04	+3.14188402e+00	-6.32892701e-03	+0.000000e+00
 78.85	-6.65371718e-05	-4.26580418e-04	+3.14182073e+00	-6.37493457e-03	+0.000000e+00
 78.86	-7.08028247e-05	-4.22946949e-04	+3.14175698e+00	-6.40451920e-03	+0.000000e+00
 78.87	-7.50320980e-05	-4.18237091e-04	+3.14169294e+00	-6.41763752e-03	+0.000000e+00
 78.88	-7.92142284e-05	-4.12465035e-04	+3.14162876e+00	-6.41428843e-03	+0.000000e+00
 78.89	-8.33385947e-05	-4.05647665e-04	+3.14156462e+00	-6.39451301e-03	+0.000000e+00
 78.90	-8.73947446e-05	-3.97804510e-04	+3.14150067e+00	-6.35839435e-03	+0.000000e+00
 78.91	-9.13724212e-05	-3.88957689e-04	+3.14143709e+00	-6.30605725e-03	+0.000000e+00
 78.92	-9.52615887e-05	-3.79131848e-04	+3.14137403e+00	-6.23766780e-03	+0.000000e+00
 78.93	-9.90524581e-05	-3.68354092e-04	+3.14131166e+00	-6.15343289e-03	+0.000000e+00
 78.94	-1.02735512e-04	-3.56653913e-04	+3.14125013e+00	-6.05359961e-03	+0.000000e+00
 78.95	-1.06301526e-04	-3.44063107e-04	+3.14118960e+00	-5.93845451e-03	+0.000000e+00
 78.96	-1.09741597e-04	-3.30615689e-04	+3.14113022e+00	-5.80832281e-03	+0.000000e+00
 78.97	-1.13047159e-04	-3.16347800e-04	+3.14107214e+00	-5.66356749e-03	+0.000000e+00
 78.98	-1.16210010e-04	-3.01297615e-04	+3.14101551e+00	-5.50458825e-03	+0.000000e+00
 78.99	-1.19222329e-04	-2.85505236e-04	+3.14096048e+00	-5.33182049e-03	+0.000000e+00
 79.00	-1.22076694e-04	-2.69012586e-04	+3.14090717e+00	-5.14573401e-03	+0.000000e+00
 79.01	-1.24766105e-04	-2.51863301e-04	+3.14085572e+00	-4.94683187e-03	+0.000000e+00
 79.02	-1.27283998e-04	-2.34102614e-04	+3.14080626e+00	-4.73564893e-03	+0.000000e+00
 79.03	-1.29624261e-04	-2.15777231e-04	+3.14075891e+00	-4.51275047e-03	+0.000000e+00
 79.04	-1.31781248e-04	-1.96935218e-04	+3.14071379e+00	-4.27873066e-03	+0.000000e+00
 79.05	-1.33749796e-04	-1.77625865e-04	+3.14067101e+00	-4.03421100e-03	+0.000000e+00
 79.06	-1.35525232e-04	-1.57899564e-04	+3.14063068e+00	-3.77983866e-03	+0.000000e+00
 79.07	-1.37103391e-04	-1.37807676e-04	+3.14059290e+00	-3.51628476e-03	+0.000000e+00
 79.08	-1.38480617e-04	-1.17402397e-04	+3.14055774e+00	-3.24424264e-03	+0.000000e+00
 79.09	-1.39653780e-04	-9.67366212e-05	+3.14052531e+00	-2.96442600e-03	+0.000000e+00
 79.10	-1.40620277e-04	-7.58638079e-05	+3.14049568e+00	-2.67756705e-03	+0.000000e+00
 79.11	-1.41378039e-04	-5.48378401e-05	+3.14046892e+00	-2.38441462e-03	+0.000000e+00
 79.12	-1.41925537e-04	-3.37128870e-05	+3.14044509e+00	-2.08573216e-03	+0.000000e+00
 79.13	-1.42261784e-04	-1.25432641e-05	+3.14042424e+00	-1.78229578e-03	+0.000000e+00
 79.14	-1.42386335e-04	+8.61670535e-06	+3.14040643e+00	-1.47489225e-03	+0.000000e+00
 79.15	-1.42299289e-04	+2.97128306e-05	+3.14039170e+00	-1.16431694e-03	+0.000000e+00
 79.16	-1.42001286e-04	+5.06911911e-05	+3.14038007e+00	-8.51371778e-04	+0.000000e+00
 79.17	-1.41493507e-04	+7.14982748e-05	+3.14037156e+00	-5.36863193e-04	+0.000000e+00
 79.18	-1.40777667e-04	+9.20811138e-05	+3.14036621e+00	-2.21600012e-04	+0.000000e+00
 79.19	-1.39856010e-04	+1.12387419e-04	+3.14036401e+00	+9.36085964e-05	+0.000000e+00
 79.20	-1.38731303e-04	+1.32365715e-04	+3.14036496e+00	+4.07955200e-04	+0.000000e+00
 79.21	-1.37406829e-04	+1.51965464e-04	+3.14036905e+00	+7.20636170e-04	+0.000000e+00
 79.22	-1.35886376e-04	+1.71137203e-04	+3.14037627e+00	+1.03085373e-03	+0.000000e+00
 79.23	-1.34174225e-04	+1.89832659e-04	+3.14038659e+00	+1.33781799e-03	+0.000000e+00
 79.24	-1.32275141e-04	+2.08004877e-04	+3.14039998e+00	+1.64074895e-03	+0.000000e+00
 79.25	-1.30194359e-04	+2.25608333e-04	+3.14041640e+00	+1.93887849e-03	+0.000000e+00
 79.26	-1.27937567e-04	+2.42599052e-04	+3.14043580e+00	+2.23145230e-03	+0.000000e+00
 79.27	-1.25510896e-04	+2.58934715e-04	+3.14045813e+00	+2.51773180e-03	+0.000000e+00
 79.28	-1.22920897e-04	+2.74574764e-04	+3.14048332e+00	+2.79699598e-03	+0.000000e+00
 79.29	-1.20174529e-04	+2.89480503e-04	+3.14051130e+00	+3.06854324e-03	+0.000000e+00
 79.30	-1.17279135e-04	+3.03615195e-04	+3.14054199e+00	+3.33169313e-03	+0.000000e+00
 79.31	-1.14242427e-04	+3.16944150e-04	+3.14057532e+00	+3.58578804e-03	+0.000000e+00
 79.32	-1.11072465e-04	+3.29434809e-04	+3.14061119e+00	+3.83019489e-03	+0.000000e+00
 79.33	-1.07777633e-04	+3.41056828e-04	+3.14064950e+00	+4.06430665e-03	+0.000000e+00
 79.34	-1.04366618e-04	+3.51782146e-04	+3.14069015e+00	+4.28754385e-03	+0.000000e+00
 79.35	-1.00848388e-04	+3.61585055e-04	+3.14073304e+00	+4.49935604e-03	+0.000000e+00
 79.36	-9.72321680e-05	+3.70442262e-04	+3.14077804e+00	+4.69922314e-03	+0.000000e+00
 79.37	-9.35274165e-05	+3.78332942e-04	+3.14082504e+00	+4.88665666e-03	+0.000000e+00
 79.38	-8.97437993e-05	+3.85238786e-04	+3.14087391e+00	+5.06120097e-03	+0.000000e+00
 79.39	-8.58911654e-05	+3.91144046e-04	+3.14092453e+00	+5.22243432e-03	+0.000000e+00
 79.40	-8.19795210e-05	+3.96035568e-04	+3.14097676e+00	+5.36996994e-03	+0.000000e+00
 79.41	-7.80190042e-05	+3.99902822e-04	+3.14103047e+00	+5.50345687e-03	+0.000000e+00
 79.42	-7.40198578e-05	+4.02737919e-04	+3.14108551e+00	+5.62258087e-03	+0.000000e+00
 79.43	-6.99924036e-05	+4.04535636e-04	+3.14114174e+00	+5.72706509e-03	+0.000000e+00
 79.44	-6.59470156e-05	+4.05293413e-04	+3.14119901e+00	+5.81667075e-03	+0.000000e+00
 79.45	-6.18940932e-05	+4.05011361e-04	+3.14125718e+00	+5.89119767e-03	+0.000000e+00
 79.46	-5.78440345e-05	+4.03692255e-04	+3.14131610e+00	+5.95048465e-03	+0.000000e+00
 79.47	-5.38072099e-05	+4.01341522e-04	+3.14137560e+00	+5.99440991e-03	+0.000000e+00
 79.48	-4.97939352e-05	+3.97967220e-04	+3.14143555e+00	+6.02289123e-03	+0.000000e+00
 79.49	-4.58144457e-05	+3.93580014e-04	+3.14149578e+00	+6.03588612e-03	+0.000000e+00
 79.50	-4.18788700e-05	+3.88193143e-04	+3.14155614e+00	+6.03339186e-03	+0.000000e+00
 79.51	-3.79972040e-05	+3.81822381e-04	+3.14161647e+00	+6.01544541e-03	+0.000000e+00
 79.52	-3.41792858e-05	+3.74485992e-04	+3.14167662e+00	+5.98212326e-03	+0.000000e+00
 79.53	-3.04347709e-05	+3.66204677e-04	+3.14173644e+00	+5.93354113e-03	+0.000000e+00
 79.54	-2.67731076e-05	+3.57001518e-04	+3.14179577e+00	+5.86985359e-03	+0.000000e+00
 79.55	-2.32035132e-05	+3.46901911e-04	+3.14185447e+00	+5.79125362e-03	+0.000000e+00
 79.56	-1.97349510e-05	+3.35933502e-04	+3.14191238e+00	+5.69797204e-03	+0.000000e+00
 79.57	-1.63761079e-05	+3.24126105e-04	+3.14196935e+00	+5.59027680e-03	+0.000000e+00
 79.58	-1.31353724e-05	+3.11511627e-04	+3.14202525e+00	+5.46847227e-03	+0.000000e+00
 79.59	-1.00208140e-05	+2.98123979e-04	+3.14207993e+00	+5.33289834e-03	+0.000000e+00
 79.60	-7.04016268e-06	+2.83998984e-04	+3.14213325e+00	+5.18392953e-03	+0.000000e+00
 79.61	-4.20079050e-06	+2.69174286e-04	+3.14218509e+00	+5.02197392e-03	+0.000000e+00
 79.62	-1.50969282e-06	+2.53689246e-04	+3.14223530e+00	+4.84747208e-03	+0.000000e+00
 79.63	+1.02652865e-06	+2.37584840e-04	+3.14228377e+00	+4.66089582e-03	+0.000000e+00
 79.64	+3.40168202e-06	+2.20903548e-04	+3.14233037e+00	+4.46274698e-03	+0.000000e+00
 79.65	+5.61000027e-06	+2.03689246e-04	+3.14237498e+00	+4.25355604e-03	+0.000000e+00
 79.66	+7.64615516e-06	+1.85987088e-04	+3.14241751e+00	+4.03388074e-03	+0.000000e+00
 79.67	+9.50527007e-06	+1.67843388e-04	+3.14245784e+00	+3.80430455e-03	+0.000000e+00
 79.68	+1.11829316e-05	+1.49305501e-04	+3.14249587e+00	+3.56543518e-03	+0.000000e+00
 79.69	+1.26751998e-05	+1.30421699e-04	+3.14253152e+00	+3.31790295e-03	+0.000000e+00
 79.70	+1.39786176e-05	+1.11241042e-04	+3.14256469e+00	+3.06235910e-03	+0.000000e+00
 79.71	+1.50902185e-05	+9.18132562e-05	+3.14259530e+00	+2.79947413e-03	+0.000000e+00
 79.72	+1.60075334e-05	+7.21886019e-05	+3.14262328e+00	+2.52993604e-03	+0.000000e+00
 79.73	+1.67285956e-05	+5.24177446e-05	+3.14264857e+00	+2.25444849e-03	+0.000000e+00
 79.74	+1.72519453e-05	+3.25516242e-05	+3.14267110e+00	+1.97372900e-03	+0.000000e+00
 79.75	+1.75766320e-05	+1.26413241e-05	+3.14269083e+00	+1.68850707e-03	+0.000000e+00
 79.76	+1.77022159e-05	-7.26205990e-06	+3.14270770e+00	+1.39952232e-03	+0.000000e+00
 79.77	+1.76287684e-05	-2.71075508e-05	+3.14272168e+00	+1.10752253e-03	+0.000000e+00
 79.78	+1.73568705e-05	-4.68444203e-05	+3.14273275e+00	+8.13261721e-04	+0.000000e+00
 79.79	+1.68876105e-05	-6.64223188e-05	+3.14274087e+00	+5.17498241e-04	+0.000000e+00
 79.80	+1.62225803e-05	-8.57914032e-05	+3.14274603e+00	+2.20992776e-04	+0.000000e+00
 79.81	+1.53638700e-05	-1.04902464e-04	+3.14274823e+00	-7.54935869e-05	+0.000000e+00
 79.82	+1.43140618e-05	-1.23707049e-04	+3.14274746e+00	-3.71201310e-04	+0.000000e+00
 79.83	+1.30762225e-05	-1.42157588e-04	+3.14274374e+00	-6.65374350e-04	+0.000000e+00
 79.84	+1.16538945e-05	-1.60207512e-04	+3.14273707e+00	-9.57262088e-04	+0.000000e+00
 79.85	+1.00510859e-05	-1.77811368e-04	+3.14272749e+00	-1.24612124e-03	+0.000000e+00
 79.86	+8.27225910e-06	-1.94924938e-04	+3.14271501e+00	-1.53121776e-03	+0.000000e+00
 79.87	+6.32231884e-06	-2.11505346e-04	+3.14269969e+00	-1.81182866e-03	+0.000000e+00
 79.88	+4.20659845e-06	-2.27511166e-04	+3.14268156e+00	-2.08724391e-03	+0.000000e+00
 79.89	+1.93084545e-06	-2.42902528e-04	+3.14266067e+00	-2.35676816e-03	+0.000000e+00
 79.90	-4.98793981e-07	-2.57641213e-04	+3.14263710e+00	-2.61972254e-03	+0.000000e+00
 79.91	-3.07579154e-06	-2.71690749e-04	+3.14261089e+00	-2.87544636e-03	+0.000000e+00
 79.92	-5.79325431e-06	-2.85016504e-04	+3.14258212e+00	-3.12329873e-03	+0.000000e+00
 79.93	-8.64394311e-06	-2.97585766e-04	+3.14255088e+00	-3.36266022e-03	+0.000000e+00
 79.94	-1.16202917e-05	-3.09367827e-04	+3.14251724e+00	-3.59293436e-03	+0.000000e+00
 79.95	-1.47144270e-05	-3.20334055e-04	+3.14248131e+00	-3.81354914e-03	+0.000000e+00
 79.96	-1.79181894e-05	-3.30457967e-04	+3.14244316e+00	-4.02395843e-03	+0.000000e+00
 79.97	-2.12231548e-05	-3.39715289e-04	+3.14240291e+00	-4.22364332e-03	+0.000000e+00
 79.98	-2.46206564e-05	-3.48084013e-04	+3.14236067e+00	-4.41211339e-03	+0.000000e+00
 79.99	-2.81018075e-05	-3.55544454e-04	+3.14231654e+00	-4.58890795e-03	+0.000000e+00
 80.00	-3.16575243e-05	-3.62079291e-04	+3.14227065e+00	-4.75359710e-03	+0.000000e+00
 80.01	-3.52785504e-05	-3.67673610e-04	+3.14222310e+00	-4.90578281e-03	+0.000000e+00
 80.02	-3.89554799e-05	-3.72314933e-04	+3.14217404e+00	-5.04509988e-03	+0.000000e+00
 80.03	-4.26787826e-05	-3.75993252e-04	+3.14212358e+00	-5.17121678e-03	+0.000000e+00
 80.04	-4.64388280e-05	-3.78701043e-04	+3.14207187e+00	-5.28383646e-03	+0.000000e+00
 80.05	-5.02259106e-05	-3.80433285e-04	+3.14201902e+00	-5.38269705e-03	+0.000000e+00
 80.06	-5.40302750e-05	-3.81187465e-04	+3.14196519e+00	-5.46757242e-03	+0.000000e+00
 80.07	-5.78421403e-05	-3.80963581e-04	+3.14191051e+00	-5.53827275e-03	+0.000000e+00
 80.08	-6.16517262e-05	-3.79764138e-04	+3.14185513e+00	-5.59464487e-03	+0.000000e+00
 80.09	-6.54492772e-05	-3.77594133e-04	+3.14179918e+00	-5.63657265e-03	+0.000000e+00
 80.10	-6.92250880e-05	-3.74461042e-04	+3.14174281e+00	-5.66397718e-03	+0.000000e+00
 80.11	-7.29695283e-05	-3.70374792e-04	+3.14168617e+00	-5.67681693e-03	+0.000000e+00
 80.12	-7.66730668e-05	-3.65347734e-04	+3.14162941e+00	-5.67508774e-03	+0.000000e+00
 80.13	-8.03262961e-05	-3.59394603e-04	+3.14157266e+00	-5.65882281e-03	+0.000000e+00
 80.14	-8.39199562e-05	-3.52532479e-04	+3.14151607e+00	-5.62809249e-03	+0.000000e+00
 80.15	-8.74449581e-05	-3.44780736e-04	+3.14145979e+00	-5.58300407e-03	+0.000000e+00
 80.16	-9.08924063e-05	-3.36160991e-04	+3.14140396e+00	-5.52370140e-03	+0.000000e+00
 80.17	-9.42536219e-05	-3.26697039e-04	+3.14134873e+00	-5.45036447e-03	+0.000000e+00
 80.18	-9.75201639e-05	-3.16414793e-04	+3.14129423e+00	-5.36320887e-03	+0.000000e+00
 80.19	-1.00683851e-04	-3.05342211e-04	+3.14124060e+00	-5.26248516e-03	+0.000000e+00
 80.20	-1.03736780e-04	-2.93509220e-04	+3.14118798e+00	-5.14847816e-03	+0.000000e+00
 80.21	-1.06671348e-04	-2.80947637e-04	+3.14113650e+00	-5.02150618e-03	+0.000000e+00
 80.22	-1.09480273e-04	-2.67691082e-04	+3.14108629e+00	-4.88192011e-03	+0.000000e+00
 80.23	-1.12156604e-04	-2.53774889e-04	+3.14103748e+00	-4.73010244e-03	+0.000000e+00
 80.24	-1.14693747e-04	-2.39236013e-04	+3.14099018e+00	-4.56646628e-03	+0.000000e+00
 80.25	-1.17085477e-04	-2.24112931e-04	+3.14094453e+00	-4.39145417e-03	+0.000000e+00
 80.26	-1.19325953e-04	-2.08445540e-04	+3.14090062e+00	-4.20553694e-03	+0.000000e+00
 80.27	-1.21409735e-04	-1.92275053e-04	+3.14085857e+00	-4.00921243e-03	+0.000000e+00
 80.28	-1.23331792e-04	-1.75643893e-04	+3.14081849e+00	-3.80300413e-03	+0.000000e+00
 80.29	-1.25087521e-04	-1.58595574e-04	+3.14078047e+00	-3.58745986e-03	+0.000000e+00
 80.30	-1.26672751e-04	-1.41174599e-04	+3.14074460e+00	-3.36315025e-03	+0.000000e+00
 80.31	-1.28083757e-04	-1.23426334e-04	+3.14071098e+00	-3.13066727e-03	+0.000000e+00
 80.32	-1.29317270e-04	-1.05396894e-04	+3.14067968e+00	-2.89062265e-03	+0.000000e+00
 80.33	-1.30370478e-04	-8.71330249e-05	+3.14065079e+00	-2.64364630e-03	+0.000000e+00
 80.34	-1.31241039e-04	-6.86819799e-05	+3.14062436e+00	-2.39038464e-03	+0.000000e+00
 80.35	-1.31927084e-04	-5.00913987e-05	+3.14060047e+00	-2.13149890e-03	+0.000000e+00
 80.36	-1.32427220e-04	-3.14091842e-05	+3.14057917e+00	-1.86766345e-03	+0.000000e+00
 80.37	-1.32740531e-04	-1.26833798e-05	+3.14056050e+00	-1.59956396e-03	+0.000000e+00
 80.38	-1.32866585e-04	+6.03795466e-06	+3.14054452e+00	-1.32789572e-03	+0.000000e+00
 80.39	-1.32805428e-04	+2.47068654e-05	+3.14053125e+00	-1.05336175e-03	+0.000000e+00
 80.40	-1.32557585e-04	+4.32756278e-05	+3.14052073e+00	-7.76671049e-04	+0.000000e+00
 80.41	-1.32124061e-04	+6.16968680e-05	+3.14051297e+00	-4.98536735e-04	+0.000000e+00
 80.42	-1.31506333e-04	+7.99236835e-05	+3.14050800e+00	-2.19674216e-04	+0.000000e+00
 80.43	-1.30706347e-04	+9.79097626e-05	+3.14050581e+00	+5.92006481e-05	+0.000000e+00
 80.44	-1.29726512e-04	+1.15609502e-04	+3.14050642e+00	+3.37373377e-04	+0.000000e+00
 80.45	-1.28569693e-04	+1.32978121e-04	+3.14050980e+00	+6.14132699e-04	+0.000000e+00
 80.46	-1.27239204e-04	+1.49971777e-04	+3.14051595e+00	+8.88772369e-04	+0.000000e+00
 80.47	-1.25738795e-04	+1.66547674e-04	+3.14052485e+00	+1.16059297e-03	+0.000000e+00
 80.48	-1.24072647e-04	+1.82664170e-04	+3.14053647e+00	+1.42890367e-03	+0.000000e+00
 80.49	-1.22245355e-04	+1.98280882e-04	+3.14055077e+00	+1.69302402e-03	+0.000000e+00
 80.50	-1.20261918e-04	+2.13358790e-04	+3.14056771e+00	+1.95228563e-03	+0.000000e+00
 80.51	-1.18127725e-04	+2.27860328e-04	+3.14058724e+00	+2.20603388e-03	+0.000000e+00
 80.52	-1.15848543e-04	+2.41749481e-04	+3.14060932e+00	+2.45362957e-03	+0.000000e+00
 80.53	-1.13430497e-04	+2.54991876e-04	+3.14063386e+00	+2.69445052e-03	+0.000000e+00
 80.54	-1.10880055e-04	+2.67554864e-04	+3.14066082e+00	+2.92789315e-03	+0.000000e+00
 80.55	-1.08204012e-04	+2.79407599e-04	+3.14069010e+00	+3.15337395e-03	+0.000000e+00
 80.56	-1.05409473e-04	+2.90521119e-04	+3.14072165e+00	+3.37033097e-03	+0.000000e+00
 80.57	-1.02503831e-04	+3.00868410e-04	+3.14075536e+00	+3.57822521e-03	+0.000000e+00
 80.58	-9.94947483e-05	+3.10424475e-04	+3.14079115e+00	+3.77654195e-03	+0.000000e+00
 80.59	-9.63901392e-05	+3.19166394e-04	+3.14082892e+00	+3.96479202e-03	+0.000000e+00
 80.60	-9.31981458e-05	+3.27073378e-04	+3.14086858e+00	+4.14251301e-03	+0.000000e+00
 80.61	-8.99271181e-05	+3.34126818e-04	+3.14091001e+00	+4.30927039e-03	+0.000000e+00
 80.62	-8.65855922e-05	+3.40310327e-04	+3.14095311e+00	+4.46465858e-03	+0.000000e+00
 80.63	-8.31822681e-05	+3.45609782e-04	+3.14099776e+00	+4.60830193e-03	+0.000000e+00
 80.64	-7.97259867e-05	+3.50013350e-04	+3.14104385e+00	+4.73985562e-03	+0.000000e+00
 80.65	-7.62257074e-05	+3.53511517e-04	+3.14109125e+00	+4.85900649e-03	+0.000000e+00
 80.66	-7.26904845e-05	+3.56097108e-04	+3.14113985e+00	+4.96547374e-03	+0.000000e+00
 80.67	-6.91294439e-05	+3.57765302e-04	+3.14118951e+00	+5.05900967e-03	+0.000000e+00
 80.68	-6.55517596e-05	+3.58513633e-04	+3.14124010e+00	+5.13940016e-03	+0.000000e+00
 80.69	-6.19666304e-05	+3.58342001e-04	+3.14129150e+00	+5.20646520e-03	+0.000000e+00
 80.70	-5.83832557e-05	+3.57252662e-04	+3.14134356e+00	+5.26005928e-03	+0.000000e+00
 80.71	-5.48108125e-05	+3.55250216e-04	+3.14139617e+00	+5.30007169e-03	+0.000000e+00
 80.72	-5.12584315e-05	+3.52341598e-04	+3.14144917e+00	+5.32642672e-03	+0.000000e+00
 80.73	-4.77351740e-05	+3.48536046e-04	+3.14150243e+00	+5.33908381e-03	+0.000000e+00
 80.74	-4.42500090e-05	+3.43845081e-04	+3.14155582e+00	+5.33803759e-03	+0.000000e+00
 80.75	-4.08117899e-05	+3.38282469e-04	+3.14160920e+00	+5.32331776e-03	+0.000000e+00
 80.76	-3.74292326e-05	+3.31864180e-04	+3.14166244e+00	+5.29498904e-03	+0.000000e+00
 80.77	-3.41108931e-05	+3.24608348e-04	+3.14171538e+00	+5.25315087e-03	+0.000000e+00
 80.78	-3.08651459e-05	+3.16535215e-04	+3.14176791e+00	+5.19793709e-03	+0.000000e+00
 80.79	-2.77001633e-05	+3.07667076e-04	+3.14181989e+00	+5.12951556e-03	+0.000000e+00
 80.80	-2.46238941e-05	+2.98028220e-04	+3.14187118e+00	+5.04808765e-03	+0.000000e+00
 80.81	-2.16440445e-05	+2.87644864e-04	+3.14192166e+00	+4.95388765e-03	+0.000000e+00
 80.82	-1.87680583e-05	+2.76545078e-04	+3.14197119e+00	+4.84718208e-03	+0.000000e+00
 80.83	-1.60030986e-05	+2.64758713e-04	+3.14201966e+00	+4.72826902e-03	+0.000000e+00
 80.84	-1.33560298e-05	+2.52317321e-04	+3.14206694e+00	+4.59747721e-03	+0.000000e+00
 80.85	-1.08334009e-05	+2.39254068e-04	+3.14211291e+00	+4.45516517e-03	+0.000000e+00
 80.86	-8.44142896e-06	+2.25603650e-04	+3.14215745e+00	+4.30172023e-03	+0.000000e+00
 80.87	-6.18598417e-06	+2.11402197e-04	+3.14220046e+00	+4.13755750e-03	+0.000000e+00
